show_id,genre
42188,Drama
42188,Romance
42188,Science Fiction
39451,Comedy
39451,Romance
27573,Action
27573,Comedy
27573,Romance
11439,Thriller
11439,Mystery
41402,Drama
41402,Horror
41402,Mystery
59429,Horror
59429,Thriller
42941,Horror
42941,Thriller
60534,Crime
60534,Thriller
60534,Drama
46261,Fantasy
46261,Horror
46261,Thriller
45317,Drama
30675,Science Fiction
30675,Animation
30675,Action
30675,Fantasy
73245,Action
73245,Animation
73245,Fantasy
73245,Adventure
29427,Mystery
29427,Horror
29427,Action
23759,Adventure
23759,Action
23759,Drama
42297,Drama
42297,Romance
55241,Science Fiction
55241,Adventure
55241,TV Movie
34803,Comedy
33909,Drama
33909,Crime
20533,Action
20533,Western
20533,Drama
20533,Fantasy
20533,Thriller
51200,War
399897,Thriller
399897,Drama
32856,Comedy
32856,Romance
38745,Family
38745,Comedy
38745,Adventure
38745,Fantasy
12201,Crime
12201,Drama
12201,Mystery
12201,Thriller
51736,Romance
51736,Drama
34813,Action
34813,Adventure
34813,Crime
34813,Mystery
34813,Thriller
88212,Animation
88212,Family
88212,Fantasy
22971,Drama
22971,Romance
22971,War
40662,Mystery
40662,Crime
40662,Animation
38408,Comedy
38408,Romance
38408,Drama
111332,Documentary
42949,Animation
42949,Adventure
42949,Fantasy
42949,Family
54186,Drama
54186,Thriller
54186,Mystery
46304,Action
46304,Fantasy
46304,Animation
46304,Drama
43641,Animation
43641,Action
31967,Action
31967,Adventure
31967,Animation
31967,Horror
51533,Action
51533,Comedy
32823,Adventure
32823,Comedy
32823,Music
58496,Documentary
23742,Action
23742,Comedy
23742,Crime
97375,Animation
97375,Crime
97375,Mystery
97375,Action
45752,Animation
45752,Comedy
45752,Family
45752,Mystery
43549,Thriller
43549,Drama
51170,Adventure
51170,Animation
51170,Family
51170,Comedy
183443,Family
183443,Animation
183443,Fantasy
42888,Comedy
42888,Drama
42888,Romance
39957,Drama
39957,Horror
39957,Thriller
58857,Adventure
58857,Drama
58857,Action
39486,Drama
44603,Drama
44603,Fantasy
43930,Action
43930,Adventure
43930,Drama
45162,Science Fiction
45162,Action
45162,Adventure
45162,Animation
35558,Romance
35558,Comedy
35558,TV Movie
35558,Music
37821,Action
37821,Comedy
37821,Thriller
37821,Romance
59421,Thriller
59421,Crime
59421,Drama
59421,Horror
52274,Horror
52274,Thriller
16290,Comedy
16290,Documentary
16290,Action
34751,Family
34751,Adventure
34751,Drama
47407,Comedy
41515,Comedy
41515,Family
41515,Animation
41515,Adventure
49953,Animation
49953,Family
36865,Animation
36865,Comedy
36865,Science Fiction
36865,Mystery
36865,Drama
35056,Comedy
35056,Action
35056,Adventure
103450,Drama
44040,Horror
44040,Mystery
44040,Thriller
41180,Drama
41180,TV Movie
72013,Animation
72013,Fantasy
34806,Comedy
34806,Romance
50087,Family
50087,Animation
50087,Adventure
50087,Fantasy
44945,Crime
44945,Drama
44945,Thriller
37757,Documentary
46332,Drama
46332,History
45657,Horror
45657,Mystery
45657,Thriller
43956,Animation
43956,Comedy
43956,Mystery
43956,Family
50542,Drama
50542,Romance
39013,Drama
39013,Mystery
43933,Drama
43933,Thriller
43933,Science Fiction
45284,Action
45284,Adventure
45284,Crime
45284,Thriller
44092,Action
44092,Adventure
49852,Music
49852,Fantasy
49852,Family
49852,Adventure
45132,Comedy
45132,Action
45132,Drama
43919,Horror
43919,Comedy
43919,Thriller
63700,Comedy
63700,Adventure
63700,Fantasy
63700,TV Movie
51256,Fantasy
51256,Animation
51256,Comedy
51256,Family
39681,Drama
39681,Horror
39681,Thriller
38579,Family
38579,Comedy
27585,Drama
44639,Documentary
44639,Crime
26390,Crime
26390,Drama
26390,Thriller
89636,Action
89636,Animation
89636,Adventure
22972,War
22972,Action
22972,Adventure
22972,Drama
22972,Thriller
50037,Science Fiction
50037,Horror
50037,Mystery
33602,Drama
33602,History
43552,Mystery
43552,Horror
43552,Thriller
56743,Drama
56743,Romance
56832,Horror
56832,Action
56832,Science Fiction
39691,Family
39691,Adventure
39691,Comedy
39691,Fantasy
39691,Action
39691,Animation
41210,Comedy
41210,Romance
41210,Drama
50388,Fantasy
50388,Animation
50388,Science Fiction
12819,Animation
12819,Family
12819,Comedy
12819,Adventure
12819,Romance
38357,Drama
38357,Comedy
38357,Romance
49787,Drama
49787,Horror
49787,Thriller
30061,Action
30061,Adventure
30061,Animation
30061,Science Fiction
30061,Fantasy
46420,Horror
41215,Drama
41215,History
41215,Horror
42194,Crime
42194,Drama
42194,Action
42194,Thriller
42194,Science Fiction
38363,Drama
38363,Thriller
86184,Adventure
86184,Family
86184,Animation
86184,Fantasy
43923,Comedy
43923,Drama
183392,Documentary
37414,Crime
37414,Drama
37414,Thriller
52208,Thriller
52208,Action
52208,Comedy
48838,Drama
48838,Crime
35690,Drama
35690,Family
35690,Romance
45958,Drama
37034,Action
37034,Fantasy
54551,Animation
54551,Family
54551,Comedy
46503,Mystery
46503,Thriller
46503,Romance
50475,Crime
50475,Thriller
50475,Mystery
60695,Drama
60695,Romance
60695,TV Movie
50135,Animation
50135,Family
50135,Comedy
52333,Drama
117352,Animation
117352,Comedy
117352,Family
40080,Romance
40080,Drama
44244,Comedy
44244,Music
44244,TV Movie
8952,Comedy
8952,Crime
8952,Drama
8952,Romance
101669,Thriller
101669,Crime
101669,Horror
36956,Drama
36956,Romance
32206,Science Fiction
32206,TV Movie
32206,Mystery
32206,Drama
38303,Comedy
38303,Romance
48395,Fantasy
48395,Horror
47909,Drama
59468,Adventure
59468,Comedy
59468,Drama
38073,Comedy
38073,Drama
38073,Romance
270413,Action
270413,Animation
270413,Comedy
278427,Animation
278427,Comedy
278427,Science Fiction
278427,TV Movie
48034,Comedy
48034,Drama
37495,Comedy
37495,Crime
37495,Drama
47854,Drama
47854,Action
47854,History
47854,Thriller
38368,Drama
38368,Fantasy
44982,Drama
44982,Thriller
38778,Comedy
23830,Drama
23830,Romance
74658,Animation
74658,Family
57361,Drama
57361,Thriller
57361,Crime
12685,Action
12685,Adventure
12685,Fantasy
12685,Horror
43263,Drama
43263,Thriller
43263,Crime
43263,Mystery
44147,Action
44147,Comedy
33473,Drama
33473,Music
29920,Drama
29920,Thriller
29920,Crime
41411,Drama
41411,History
41411,War
37905,Action
37905,Horror
37905,Thriller
41505,Horror
41505,Mystery
41505,Thriller
41110,Drama
41110,Romance
45202,Thriller
45202,Drama
48186,Family
48186,Fantasy
48186,TV Movie
48186,Comedy
70000,Horror
70000,Comedy
47904,Action
47904,Drama
47904,History
47904,War
43931,Horror
43931,Mystery
51072,Comedy
51072,Romance
37048,Action
37048,Animation
37048,Drama
37048,Science Fiction
37048,War
52015,Drama
52015,Horror
52015,Science Fiction
33427,Action
33427,Adventure
33427,Animation
33427,Family
62989,Science Fiction
62989,Action
62989,Thriller
62989,TV Movie
62989,Adventure
36950,Drama
36950,TV Movie
38843,Comedy
38843,Family
61722,Thriller
61722,Horror
61722,Mystery
57703,Drama
57703,Romance
38961,Comedy
38961,Romance
45556,Science Fiction
45556,Action
71172,Action
71172,Comedy
71172,Science Fiction
71172,Animation
148284,Action
148284,Science Fiction
34179,Drama
34179,Action
34179,Thriller
44113,Drama
44113,Thriller
44113,Action
44113,Mystery
57059,Thriller
41479,Comedy
41479,Drama
44129,Drama
59457,Romance
59457,Science Fiction
46441,Horror
46441,Mystery
46441,Fantasy
50393,Animation
50393,Family
50393,TV Movie
50393,Comedy
50393,Fantasy
46713,Action
46713,Adventure
46713,Thriller
27583,Comedy
27583,Drama
27583,Romance
35138,Action
35138,Comedy
35138,Adventure
38093,Romance
38093,Comedy
39210,Drama
66113,Drama
66113,Thriller
50838,Mystery
50838,Thriller
50838,Horror
41592,Music
41592,Romance
41592,Drama
63555,Drama
63555,Romance
11761,Mystery
11761,Thriller
11761,Drama
39781,Comedy
39781,Drama
52505,Drama
46528,Adventure
46528,Fantasy
46528,Action
46528,Western
46528,Thriller
41201,Animation
41201,Drama
39522,Action
39522,Adventure
39522,Science Fiction
43920,Drama
148608,Animation
148608,Comedy
41211,Romance
41211,Comedy
609197,Animation
609197,Action
609197,Comedy
44716,Drama
27569,Drama
109149,Drama
31867,Action
31867,Science Fiction
31867,Thriller
31867,Crime
57695,Action
57695,Drama
57695,History
57695,Romance
39452,Documentary
68523,Horror
55890,Crime
55890,Horror
46837,Comedy
46837,Science Fiction
46837,Mystery
39312,War
39312,Documentary
48289,Drama
48289,Thriller
40170,Action
40170,Fantasy
54553,Animation
54553,Family
54553,Comedy
44221,Comedy
44221,Romance
44037,Horror
44037,Action
44037,Science Fiction
44037,Thriller
29426,Horror
29426,Comedy
29426,Drama
29426,Thriller
301307,Mystery
301307,Thriller
301307,Crime
51447,Comedy
52454,Action
52454,Horror
52454,Science Fiction
30618,Thriller
30618,Action
30618,Drama
38031,Comedy
38031,Drama
38031,Romance
52850,Drama
52850,Comedy
52850,History
52850,Family
315620,Science Fiction
315620,Drama
43754,Drama
43754,Thriller
43754,Mystery
53457,Drama
53457,War
43434,Crime
43434,Drama
43434,Thriller
43434,History
65760,Drama
65760,Thriller
65760,Crime
35691,Drama
35691,Family
44629,Crime
44629,Drama
48844,Family
48844,Adventure
48492,Action
48492,Adventure
48492,Drama
48492,Mystery
57448,Documentary
33555,Fantasy
33555,Horror
33555,Action
33555,Mystery
33555,Science Fiction
47519,Action
47519,Horror
47519,Comedy
47519,Fantasy
41382,Comedy
52010,Animation
52010,Science Fiction
49350,Family
49350,Comedy
49350,Drama
49350,TV Movie
43418,Drama
43418,History
43418,War
39413,Drama
39413,Comedy
64246,Animation
64246,Drama
64246,Family
52587,Fantasy
52587,Drama
52587,Horror
52587,Romance
50674,Adventure
50674,Science Fiction
50674,TV Movie
36970,Documentary
36970,Family
41556,Drama
41556,Romance
40016,Romance
40016,Horror
40016,Thriller
27584,Comedy
27586,Music
27586,Drama
27586,History
73529,Thriller
73529,Animation
73529,Action
73529,Drama
37708,Crime
37708,Drama
37708,Mystery
118301,Fantasy
118301,Animation
35169,Family
35169,Comedy
44734,Animation
44734,Mystery
44734,Science Fiction
39800,Comedy
39800,Drama
37737,Drama
37737,Action
37737,Romance
48871,Fantasy
48871,Horror
48871,Action
48871,Thriller
61984,Science Fiction
61984,Action
61984,Adventure
61984,Drama
47518,Horror
47518,Thriller
45569,Action
45569,Thriller
45569,Western
55165,Comedy
55165,Drama
46138,Comedy
46138,Drama
46138,History
148607,Animation
148607,Comedy
45662,Animation
45662,Family
38570,Comedy
34583,Thriller
34583,Horror
43922,Drama
39356,Drama
39356,Comedy
48415,Comedy
66195,Comedy
66195,Thriller
66195,Crime
61005,Drama
61005,Family
61005,Fantasy
33570,Drama
34764,Romance
34764,Thriller
44835,Drama
50618,War
50618,Drama
50618,History
50618,Action
46103,Action
56812,Adventure
56812,Comedy
56812,Drama
56812,Horror
56812,Thriller
44718,Drama
44718,Mystery
44718,Comedy
49706,Horror
37931,Action
37931,Comedy
42889,Comedy
44009,Drama
44009,Comedy
31007,Drama
62489,Music
62489,Drama
62489,Romance
50337,Fantasy
50337,Animation
50337,Action
50337,Thriller
50337,Family
44638,Drama
44638,Fantasy
44638,Comedy
50204,Comedy
50204,Thriller
50204,History
50204,Horror
44560,Drama
28396,Horror
28396,Mystery
36801,Drama
36801,Comedy
50848,Drama
50848,Comedy
50848,Romance
148606,Animation
148606,Comedy
148606,Family
148606,Mystery
49087,Drama
49087,Thriller
49087,Crime
49087,Mystery
46207,Drama
37932,Family
37932,Drama
53807,Action
53807,Drama
35688,Comedy
35688,Romance
51250,Action
51250,Crime
46665,Drama
46665,Thriller
32916,Animation
32916,Comedy
32916,Family
32916,Mystery
32916,Fantasy
70695,Drama
70695,Comedy
63348,Drama
63348,Family
59490,Documentary
45272,Drama
45272,Romance
45272,Music
73211,Drama
73211,Action
46020,TV Movie
46020,Horror
46020,Science Fiction
77235,Fantasy
77235,Drama
77235,Science Fiction
77235,Romance
77235,Family
45649,Comedy
45649,Drama
45649,Fantasy
45649,Horror
45649,Mystery
68252,Thriller
68252,Science Fiction
68252,Action
743885,Documentary
46812,Horror
46812,Action
46812,Comedy
52077,Comedy
34182,Drama
34182,History
35458,Comedy
35458,Romance
51991,Drama
51991,Comedy
51991,Romance
63498,Animation
63498,Music
63498,Romance
35402,Action
35402,Drama
35402,Thriller
45094,Drama
51241,Drama
51241,Romance
62592,Comedy
62592,Romance
62592,TV Movie
46920,Drama
29564,Action
29564,Comedy
44944,Drama
54700,Drama
54700,Horror
54700,Thriller
33107,Mystery
33107,Thriller
38568,Drama
113727,Drama
113727,Thriller
113727,Romance
46829,Comedy
46829,Drama
56937,Horror
148605,Animation
148605,Comedy
148605,Family
148605,Adventure
148605,Action
42307,Horror
42307,Thriller
42307,Science Fiction
29159,Crime
29159,Horror
29159,Mystery
29159,Thriller
36085,Family
36085,Adventure
45324,Comedy
45324,Crime
45324,Drama
38033,Horror
38033,Thriller
44425,Action
44425,Comedy
44425,Crime
48392,Comedy
48392,Crime
38318,Drama
38318,War
58051,Comedy
58051,Romance
32926,Comedy
62321,Drama
59507,Romance
54559,Animation
54559,Family
54559,Comedy
32845,Action
32845,Crime
32845,Drama
36940,Comedy
36940,Drama
58156,Drama
59435,Family
59435,Drama
59435,Romance
59435,Comedy
62728,Drama
62728,Thriller
62728,Crime
40794,Comedy
40794,Drama
40794,Romance
70761,Romance
70761,Drama
41345,Action
41345,Drama
41345,Thriller
51888,Comedy
51888,Science Fiction
51888,Animation
51888,TV Movie
51888,Action
51888,Adventure
51888,Fantasy
48303,Drama
48303,Romance
53172,Crime
53172,Comedy
58718,Horror
45077,Drama
45077,Comedy
45077,Romance
55061,Drama
55061,Thriller
67203,Action
67203,Science Fiction
67203,Thriller
44027,Crime
44027,Drama
44027,Thriller
44992,Documentary
41413,Comedy
41413,Romance
41413,Drama
49001,Drama
49001,Thriller
63727,Thriller
63727,Horror
34335,Crime
34335,Horror
34335,Mystery
51071,Thriller
41135,Adventure
41135,Action
41135,Comedy
41135,Thriller
50090,Thriller
50090,Action
50090,Drama
54441,Crime
54441,Drama
51450,Family
51450,Animation
50461,Thriller
50461,Drama
50461,TV Movie
50461,Mystery
38448,Drama
38448,Romance
12645,Drama
12645,Action
12645,Thriller
80188,Action
80188,Crime
80188,Drama
80188,Thriller
42296,Documentary
354870,Crime
354870,Documentary
44678,Horror
44678,Mystery
44678,Thriller
43943,Comedy
43943,Drama
43943,Romance
38407,Drama
38407,Thriller
38407,Mystery
234284,Animation
234284,Science Fiction
234284,Drama
38180,Animation
38180,Crime
38180,Mystery
38180,Fantasy
42189,Comedy
42189,Documentary
42189,TV Movie
53404,Thriller
53404,Crime
53404,Mystery
59944,Romance
59944,Drama
38150,Drama
38150,Horror
38150,Thriller
57627,Comedy
57627,Romance
36515,Comedy
36515,Romance
121576,Drama
62439,Comedy
62439,Drama
62439,Romance
62439,Family
31900,Drama
42950,Drama
42950,Comedy
42950,Romance
42950,Family
42950,Fantasy
45745,Animation
45745,Fantasy
44946,Drama
44946,Comedy
48669,Horror
48669,Thriller
35221,Comedy
35221,Drama
48015,Horror
48015,Action
51512,Crime
51512,Drama
51512,Thriller
53656,Action
53656,Adventure
44877,Action
44877,Thriller
44877,Crime
44877,Romance
40720,Thriller
40720,Drama
40720,Action
40720,Crime
36736,Animation
36736,Comedy
34563,Comedy
43642,Drama
43642,Mystery
43642,Thriller
49958,Thriller
49958,Horror
43090,Drama
43090,Action
43090,Comedy
43090,Western
39285,Romance
39285,Comedy
39285,TV Movie
50272,Horror
50272,Thriller
50365,Drama
50365,Comedy
86843,Documentary
53399,Drama
47177,Horror
47177,Action
82628,Horror
82628,Action
82628,Thriller
82628,Science Fiction
45075,Action
45075,Drama
44263,Science Fiction
44263,Action
44263,Thriller
46104,Drama
46104,Romance
40817,Comedy
39053,Comedy
39053,Drama
39053,Romance
48946,Drama
48946,Thriller
44594,Comedy
44594,Drama
44594,Romance
64694,Drama
64694,Comedy
64694,Romance
41371,Comedy
52264,Animation
52264,Comedy
45316,Drama
75311,Documentary
75311,Comedy
52259,Drama
52259,Romance
47763,Horror
40619,Animation
40619,Family
40619,Comedy
70076,Comedy
70076,TV Movie
299340,Mystery
299340,Horror
61404,Action
61404,Thriller
61404,Crime
51090,Comedy
51090,Romance
56014,Comedy
56014,Romance
11403,Drama
11403,Romance
57749,Mystery
57749,Horror
57749,Thriller
57749,Crime
46198,Romance
46198,Comedy
136294,Comedy
136294,Romance
55785,Drama
44269,Comedy
54456,Action
54456,Adventure
54456,Crime
53840,Comedy
51794,Drama
55741,History
55741,Drama
55741,Action
55741,Thriller
75170,Drama
45332,Comedy
61062,Crime
61062,Thriller
58013,Comedy
47559,Drama
47559,History
47559,Romance
63414,Drama
63414,Romance
38264,Action
38264,Thriller
38264,Crime
44282,Comedy
44282,Drama
44282,Romance
30844,Fantasy
30844,Drama
30844,Romance
49821,Action
49821,Crime
49821,Drama
62871,Drama
62871,Fantasy
62871,Comedy
56607,Drama
56607,Comedy
56607,Romance
45756,Horror
45756,Comedy
40900,TV Movie
40900,Comedy
40900,Family
40900,Romance
46934,Comedy
46934,Crime
46934,Drama
57809,Comedy
46689,Documentary
46368,Action
46368,Horror
46368,Science Fiction
46368,Thriller
52338,Drama
52338,Romance
60809,Romance
60809,Comedy
46523,Action
46523,Comedy
70740,Horror
70740,Fantasy
70740,Science Fiction
47386,Horror
47386,Thriller
52696,Comedy
52696,Drama
52696,Romance
52060,Romance
52060,Comedy
52060,Fantasy
52060,TV Movie
41988,Animation
41988,Action
41988,Western
38166,Action
38166,Drama
38166,Thriller
38166,Mystery
38166,Crime
38166,Adventure
57389,Drama
32612,Horror
32612,Thriller
50053,Action
50053,Adventure
48243,Thriller
48243,War
35217,Comedy
35217,Drama
46064,Comedy
46064,Family
46064,Romance
46064,TV Movie
39693,Comedy
39693,Drama
39693,Romance
35428,Comedy
89825,Adventure
89825,Animation
89825,Family
54532,Drama
54532,Comedy
54532,Romance
37951,Drama
37951,Thriller
129182,Comedy
35716,Drama
35716,Family
35716,Music
48373,Drama
48373,Music
48373,Romance
39440,Documentary
48393,Horror
48393,Thriller
51306,Comedy
40912,Comedy
40912,Horror
42966,Drama
42966,Thriller
42966,Crime
47088,Comedy
36699,War
36699,Science Fiction
36699,Action
36699,Adventure
318947,Comedy
318947,Mystery
318947,Romance
318947,Horror
52043,Comedy
52043,Drama
50737,Mystery
50737,Crime
50737,Thriller
40722,Comedy
40722,Romance
71622,Horror
71622,Thriller
333926,Drama
46040,Comedy
46040,Crime
46789,Drama
27004,Crime
27004,Thriller
27004,Comedy
27004,Mystery
92472,Drama
43727,Drama
188282,Action
188282,Adventure
188282,Science Fiction
188282,Comedy
188282,Drama
37828,Documentary
37828,War
84250,Comedy
84250,Drama
188288,Action
188288,Adventure
188288,Science Fiction
466852,Animation
466852,Family
466852,Comedy
466852,Adventure
53514,Romance
53514,Comedy
32407,Fantasy
32407,Drama
32407,Adventure
70364,Comedy
55758,Thriller
55758,Crime
55758,Action
32904,Horror
32904,Drama
32904,Thriller
56623,Adventure
56623,History
44773,Adventure
44773,Action
44773,Fantasy
52349,Adventure
40025,Action
40025,Crime
40025,Thriller
44811,Horror
44811,Science Fiction
44811,TV Movie
40911,Thriller
316776,Action
316776,Drama
316776,Comedy
47261,Thriller
47261,Drama
47261,Romance
45839,Comedy
45839,Family
45839,Adventure
45839,TV Movie
41827,Drama
41827,Thriller
41827,Horror
44219,Drama
44219,Comedy
36696,Family
36696,Animation
41518,Drama
41518,Romance
37659,Documentary
37659,Music
64205,Action
64205,Thriller
47557,Drama
57216,Comedy
56405,History
56405,Drama
51455,Thriller
51455,Action
51455,Science Fiction
51455,Horror
53459,Horror
53459,Thriller
63786,Comedy
63786,Family
38277,Comedy
40247,Comedy
40247,Drama
48832,Animation
48832,Action
48832,Comedy
48832,Romance
51875,Crime
51875,Comedy
66193,Action
66193,Crime
66193,Thriller
60556,Comedy
57019,Drama
57019,Action
57019,Thriller
63415,Thriller
63415,Crime
63415,Mystery
46718,Animation
46718,Adventure
46718,Action
62756,Action
62756,Comedy
62756,Crime
56529,Horror
67560,Drama
67560,Romance
56929,Fantasy
56929,Drama
56929,Science Fiction
56929,Family
36298,Comedy
36298,Drama
54328,Drama
41120,Documentary
41120,Music
60575,Horror
60575,Thriller
63462,Science Fiction
63462,Drama
63462,History
68193,TV Movie
68193,Thriller
74352,Family
74352,Fantasy
74352,TV Movie
56180,Drama
56180,Horror
56180,Mystery
56180,Thriller
59866,Drama
59866,Romance
57500,Animation
57500,Adventure
57500,Family
70712,Romance
70712,Comedy
70712,Drama
49347,Horror
49347,Thriller
49347,Mystery
92243,Drama
92243,TV Movie
92243,History
35025,Comedy
72721,Documentary
57436,Documentary
53344,Music
53344,Documentary
44566,Comedy
44566,Drama
44566,Romance
37832,Comedy
121046,Drama
121046,Romance
38325,Drama
38325,Thriller
74471,Horror
74471,Action
74471,Thriller
74471,Science Fiction
45792,Drama
45792,TV Movie
52939,Animation
52939,Family
52939,Comedy
52939,Adventure
69597,Action
69597,Adventure
53844,Comedy
53844,Romance
46584,Comedy
27651,Horror
27651,Fantasy
27651,War
46873,Drama
46873,History
45527,Action
45527,Mystery
45527,Thriller
45527,Horror
70925,Drama
70925,History
57517,Family
57517,Comedy
57517,Drama
90363,Horror
90363,Science Fiction
90363,Adventure
254144,Comedy
56968,Drama
56968,TV Movie
46636,Adventure
46636,Drama
44862,Drama
44862,Action
44862,Crime
45013,Comedy
45013,Thriller
45368,Crime
61933,Documentary
47467,Crime
47467,Action
47467,Thriller
39477,Drama
46106,Drama
46106,War
57011,Horror
57011,Action
57011,Thriller
57011,Science Fiction
89704,Documentary
70115,Documentary
51764,Comedy
51764,Romance
47896,Documentary
41535,Action
41535,Science Fiction
95547,Horror
95547,Science Fiction
95547,TV Movie
95547,Fantasy
57521,Crime
57521,Drama
50845,Comedy
50845,Drama
430783,Thriller
430783,Mystery
147943,Drama
37058,Romance
37058,Science Fiction
37058,Drama
76216,Horror
76216,Science Fiction
48763,Comedy
46953,Drama
41490,Comedy
41490,Fantasy
67198,Drama
67198,Romance
62156,Comedy
103510,Action
103510,Adventure
103510,Family
103510,Science Fiction
34592,Horror
63064,Drama
51409,Drama
44245,Action
44245,Thriller
44245,Mystery
44245,Adventure
69406,Comedy
69406,Drama
153779,Action
153779,Drama
153779,History
153779,War
145132,Family
145132,TV Movie
42882,Comedy
61591,Animation
61591,Science Fiction
45371,TV Movie
45371,Drama
45371,History
273279,Drama
273279,TV Movie
31035,Comedy
31035,Crime
31035,Drama
54527,Documentary
42171,Comedy
42171,Drama
41520,Drama
55151,Drama
55151,Romance
44737,Documentary
56815,Drama
34777,Action
34777,Thriller
54524,Drama
54524,Thriller
54524,Crime
